,artist_name,track_name,album_name,release_date,artist_popularity,track_popularity,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Hit,Dance_miss,Energy_miss,Valence_miss,all_popular
335,Blur,Song 2 - 2012 Remaster,Blur (Special Edition),1997-02-10,67,77,"['alternative rock', 'britpop', 'madchester', 'modern rock', 'permanent wave', 'pop rock', 'rock']",0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,audio_features,1FTSo4v6BOZH9QxKc3MbVM,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,https://api.spotify.com/v1/tracks/1FTSo4v6BOZH9QxKc3MbVM,https://api.spotify.com/v1/audio-analysis/1FTSo4v6BOZH9QxKc3MbVM,121160,4,0,1,0,0,all_popular
336,Black Box,Ride on Time,Dreamland,1990-04-09,52,64,"['diva house', 'eurodance', 'europop', 'hip house', 'italo house', 'new wave pop', 'vocal house']",0.648,0.858,9,-6.58,0,0.0323,0.00128,0.556,0.0535,0.62,119.031,audio_features,3pgainA2dH9c7e8JVYGRCN,spotify:track:3pgainA2dH9c7e8JVYGRCN,https://api.spotify.com/v1/tracks/3pgainA2dH9c7e8JVYGRCN,https://api.spotify.com/v1/audio-analysis/3pgainA2dH9c7e8JVYGRCN,272147,4,0,1,0,1,all_popular
337,The KLF,Justified & Ancient,Solid State Logik 1,2021-01-01,43,54,"['acid house', 'ambient house', 'big beat', 'hip house']",0.628,0.953,10,-4.989,0,0.0626,0.00276,0.0132,0.427,0.515,111.134,audio_features,7E81YAfHOaSlnevLjKMghT,spotify:track:7E81YAfHOaSlnevLjKMghT,https://api.spotify.com/v1/tracks/7E81YAfHOaSlnevLjKMghT,https://api.spotify.com/v1/audio-analysis/7E81YAfHOaSlnevLjKMghT,228372,4,0,1,0,1,all_popular
338,George Michael,"Fastlove, Pt. 1",Older,1996-05-13,71,64,['soft rock'],0.735,0.64,10,-7.522,0,0.072,0.052,0.00102,0.345,0.551,104.444,audio_features,6SaeXxdt0Id6ZzmX0ZGTQK,spotify:track:6SaeXxdt0Id6ZzmX0ZGTQK,https://api.spotify.com/v1/tracks/6SaeXxdt0Id6ZzmX0ZGTQK,https://api.spotify.com/v1/audio-analysis/6SaeXxdt0Id6ZzmX0ZGTQK,324667,4,0,0,1,1,all_popular
339,Crash Test Dummies,Mmm Mmm Mmm Mmm,God Shuffled His Feet,1993-04-05,52,67,"['canadian rock', 'pop rock']",0.58,0.575,3,-7.72,1,0.0231,0.25,1.83e-05,0.0813,0.37,92.934,audio_features,31v2AQlx4pDI7kmnLxBkem,spotify:track:31v2AQlx4pDI7kmnLxBkem,https://api.spotify.com/v1/tracks/31v2AQlx4pDI7kmnLxBkem,https://api.spotify.com/v1/audio-analysis/31v2AQlx4pDI7kmnLxBkem,235173,4,0,1,1,1,all_popular
340,Mark Morrison,Return of the Mack,Return of the Mack,1996-04-22,59,75,['british soul'],0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,audio_features,3jDdpx9PMlfMBS5tOBHFm9,spotify:track:3jDdpx9PMlfMBS5tOBHFm9,https://api.spotify.com/v1/tracks/3jDdpx9PMlfMBS5tOBHFm9,https://api.spotify.com/v1/audio-analysis/3jDdpx9PMlfMBS5tOBHFm9,213093,4,0,0,0,1,all_popular
341,Faithless,Insomnia - Radio Edit,Headliners,2007-06-15,59,54,"['big beat', 'downtempo', 'electronica', 'trip hop']",0.714,0.938,8,-7.305,1,0.0369,0.0602,0.265,0.379,0.53,126.822,audio_features,07sxccsfOMu3ZiNG31pn4d,spotify:track:07sxccsfOMu3ZiNG31pn4d,https://api.spotify.com/v1/tracks/07sxccsfOMu3ZiNG31pn4d,https://api.spotify.com/v1/audio-analysis/07sxccsfOMu3ZiNG31pn4d,215640,4,0,0,0,1,all_popular
342,Toni Braxton,You're Makin' Me High,Secrets,1996-06-18,62,58,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",0.853,0.563,10,-8.663,0,0.0379,0.0118,2.12e-05,0.119,0.893,92.112,audio_features,5bJ796cOnGBzSN5bm4mwMj,spotify:track:5bJ796cOnGBzSN5bm4mwMj,https://api.spotify.com/v1/tracks/5bJ796cOnGBzSN5bm4mwMj,https://api.spotify.com/v1/audio-analysis/5bJ796cOnGBzSN5bm4mwMj,267440,4,0,0,1,0,all_popular
343,Luniz,I Got 5 On It,Operation Stackola,1995-01-01,57,74,"['g funk', 'gangster rap', 'hyphy', 'oakland hip hop', 'west coast rap']",0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,audio_features,4IYKjN1DrYzxKXt0umJqsG,spotify:track:4IYKjN1DrYzxKXt0umJqsG,https://api.spotify.com/v1/tracks/4IYKjN1DrYzxKXt0umJqsG,https://api.spotify.com/v1/audio-analysis/4IYKjN1DrYzxKXt0umJqsG,253533,4,0,1,1,1,all_popular
344,Fugees,"No Woman, No Cry",The Score (Expanded Edition),1996-02-13,64,63,"['east coast hip hop', 'gangster rap', 'hip hop', 'new jersey rap', 'rap']",0.846,0.326,0,-13.909,1,0.152,0.0134,3.97e-05,0.28,0.367,88.988,audio_features,5bUVHuzQh5mkvMPjUU074i,spotify:track:5bUVHuzQh5mkvMPjUU074i,https://api.spotify.com/v1/tracks/5bUVHuzQh5mkvMPjUU074i,https://api.spotify.com/v1/audio-analysis/5bUVHuzQh5mkvMPjUU074i,273093,4,0,0,1,1,all_popular
345,Pearl Jam,Alive,Ten,1991-08-27,74,76,"['alternative rock', 'grunge', 'permanent wave', 'rock']",0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,1L94M3KIu7QluZe63g64rv,spotify:track:1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/tracks/1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/audio-analysis/1L94M3KIu7QluZe63g64rv,340907,4,0,1,0,1,all_popular
346,Run–D.M.C.,It's Like That,The Greatest Hits,2002-09-10,61,64,"['east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",0.852,0.874,7,-11.208,1,0.0427,0.0168,0.45,0.133,0.666,129.029,audio_features,0CtkjgZpkgnW7U6WmHsakD,spotify:track:0CtkjgZpkgnW7U6WmHsakD,https://api.spotify.com/v1/tracks/0CtkjgZpkgnW7U6WmHsakD,https://api.spotify.com/v1/audio-analysis/0CtkjgZpkgnW7U6WmHsakD,250627,4,0,0,0,1,all_popular
347,Ini Kamoze,Here Comes the Hotstepper,Get The Party Started: Essential Pop and Dance Anthems,2009-10-02,56,51,"['dub', 'reggae', 'reggae fusion', 'roots reggae']",0.724,0.576,7,-5.329,1,0.383,0.0236,0.000256,0.194,0.451,200.73,audio_features,3PfyfmpzfcDqnokjBO93jy,spotify:track:3PfyfmpzfcDqnokjBO93jy,https://api.spotify.com/v1/tracks/3PfyfmpzfcDqnokjBO93jy,https://api.spotify.com/v1/audio-analysis/3PfyfmpzfcDqnokjBO93jy,249880,4,0,0,1,1,all_popular
348,Macy Gray,I Try,On How Life Is,1999-07-03,59,72,"['neo soul', 'soul']",0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,5TAf4lnZCZTLlZHNZMLFLi,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/tracks/5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/audio-analysis/5TAf4lnZCZTLlZHNZMLFLi,239440,4,0,1,1,1,all_popular
349,Brandi Carlile,The Joke,"By The Way, I Forgive You",2018-02-16,63,60,"['acoustic pop', 'folk', 'lilith', 'modern folk rock', 'neo mellow', 'new americana']",0.236,0.578,7,-5.477,1,0.0404,0.327,0.00015,0.206,0.227,75.367,audio_features,18k8IlS52uxRWObykDUZFG,spotify:track:18k8IlS52uxRWObykDUZFG,https://api.spotify.com/v1/tracks/18k8IlS52uxRWObykDUZFG,https://api.spotify.com/v1/audio-analysis/18k8IlS52uxRWObykDUZFG,279373,4,0,1,1,1,all_popular
350,John Mayer,Waiting On the World to Change,Continuum,2006-09-11,77,73,"['neo mellow', 'singer-songwriter']",0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,audio_features,5imShWWzwqfAJ9gXFpGAQh,spotify:track:5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/tracks/5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/audio-analysis/5imShWWzwqfAJ9gXFpGAQh,201173,4,0,1,1,1,all_popular
351,Lady Gaga,Hold My Hand,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-03,84,85,"['art pop', 'dance pop', 'pop']",0.519,0.617,7,-4.287,1,0.0313,0.0387,0.0,0.401,0.222,147.708,audio_features,0oWraSo5ASJ0h1BEagTyEw,spotify:track:0oWraSo5ASJ0h1BEagTyEw,https://api.spotify.com/v1/tracks/0oWraSo5ASJ0h1BEagTyEw,https://api.spotify.com/v1/audio-analysis/0oWraSo5ASJ0h1BEagTyEw,225300,3,0,1,1,1,all_popular
352,Leon Bridges,Beyond,Good Thing,2018-05-04,71,72,['modern blues'],0.581,0.687,6,-5.4,1,0.105,0.229,0.0,0.109,0.187,76.014,audio_features,1Omt5bfz1tZUCqd26HxbS0,spotify:track:1Omt5bfz1tZUCqd26HxbS0,https://api.spotify.com/v1/tracks/1Omt5bfz1tZUCqd26HxbS0,https://api.spotify.com/v1/audio-analysis/1Omt5bfz1tZUCqd26HxbS0,240600,4,0,1,1,1,all_popular
353,Sam Smith,I'm Not The Only One,In The Lonely Hour,2014-05-26,81,83,"['dance pop', 'pop', 'uk pop']",0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,audio_features,7795WJLVKJoAyVoOtCWqXN,spotify:track:7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN,239317,4,0,1,1,1,all_popular
354,Amy Winehouse,Back To Black,Back To Black,2006-10-27,73,71,"['british soul', 'indie r&b', 'neo soul']",0.49,0.725,10,-3.304,1,0.0392,0.123,2.68e-05,0.0983,0.335,123.28,audio_features,30FURVTCpbKyykjSEQzGkH,spotify:track:30FURVTCpbKyykjSEQzGkH,https://api.spotify.com/v1/tracks/30FURVTCpbKyykjSEQzGkH,https://api.spotify.com/v1/audio-analysis/30FURVTCpbKyykjSEQzGkH,240440,4,0,1,1,1,all_popular
355,Noah Cyrus,July (feat. Leon Bridges),July (feat. Leon Bridges),2019-11-08,70,72,"['dance pop', 'pop']",0.708,0.211,9,-9.603,0,0.0424,0.853,0.0,0.131,0.362,72.5,audio_features,3V0nnQhqvbE3JmiDdnzQFQ,spotify:track:3V0nnQhqvbE3JmiDdnzQFQ,https://api.spotify.com/v1/tracks/3V0nnQhqvbE3JmiDdnzQFQ,https://api.spotify.com/v1/audio-analysis/3V0nnQhqvbE3JmiDdnzQFQ,152280,4,0,0,1,1,all_popular
356,Coldplay,Clocks,A Rush of Blood to the Head,2002-08-08,86,80,"['permanent wave', 'pop']",0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,audio_features,0BCPKOYdS2jbQ8iyB56Zns,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/tracks/0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/audio-analysis/0BCPKOYdS2jbQ8iyB56Zns,307880,4,0,1,1,1,all_popular
357,Corinne Bailey Rae,Put Your Records On,Corinne Bailey Rae,2006-01-01,62,77,"['british soul', 'neo mellow', 'neo soul', 'pop soul', 'r&b', 'soul']",0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,audio_features,2nGFzvICaeEWjIrBrL2RAx,spotify:track:2nGFzvICaeEWjIrBrL2RAx,https://api.spotify.com/v1/tracks/2nGFzvICaeEWjIrBrL2RAx,https://api.spotify.com/v1/audio-analysis/2nGFzvICaeEWjIrBrL2RAx,215360,4,0,0,1,1,all_popular
358,Emeli Sandé,Next To Me,Our Version Of Events (Special Edition),2012-01-01,63,62,"['dance pop', 'neo soul', 'pop', 'r&b', 'uk pop']",0.664,0.799,7,-5.121,0,0.0368,0.0932,0.000108,0.105,0.35,94.991,audio_features,3vjQt1znaFEnX3PBXsgtVc,spotify:track:3vjQt1znaFEnX3PBXsgtVc,https://api.spotify.com/v1/tracks/3vjQt1znaFEnX3PBXsgtVc,https://api.spotify.com/v1/audio-analysis/3vjQt1znaFEnX3PBXsgtVc,196747,4,0,1,0,1,all_popular
359,John Mayer,I Guess I Just Feel Like,Sob Rock,2021-07-16,77,70,"['neo mellow', 'singer-songwriter']",0.548,0.483,4,-9.102,1,0.0268,0.515,0.0674,0.0922,0.166,159.952,audio_features,4Im6GRj17qa7NW76OsJh1s,spotify:track:4Im6GRj17qa7NW76OsJh1s,https://api.spotify.com/v1/tracks/4Im6GRj17qa7NW76OsJh1s,https://api.spotify.com/v1/audio-analysis/4Im6GRj17qa7NW76OsJh1s,286387,4,0,1,1,1,all_popular
360,Milky Chance,Stolen Dance,Sadnecessary,2013-05-31,71,79,['german pop'],0.884,0.581,11,-8.813,1,0.0378,0.427,0.000206,0.0759,0.728,114.016,audio_features,34xGLuxM0rkxhCVyMSqwJO,spotify:track:34xGLuxM0rkxhCVyMSqwJO,https://api.spotify.com/v1/tracks/34xGLuxM0rkxhCVyMSqwJO,https://api.spotify.com/v1/audio-analysis/34xGLuxM0rkxhCVyMSqwJO,313684,4,0,0,1,1,all_popular
361,Lorde,Royals,Pure Heroine,2013-09-27,75,78,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'uk pop']",0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,audio_features,2dLLR6qlu5UJ5gk0dKz0h3,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3,190185,4,0,1,1,1,all_popular
362,Mariah Carey,#Beautiful - Album Version (Edited),NOW Pop Icons,2020-03-06,76,36,"['dance pop', 'pop', 'r&b', 'urban contemporary']",0.677,0.749,4,-5.405,1,0.0391,0.346,0.0,0.347,0.469,107.048,audio_features,4zizqK3nIOj9BwChgAtV1E,spotify:track:4zizqK3nIOj9BwChgAtV1E,https://api.spotify.com/v1/tracks/4zizqK3nIOj9BwChgAtV1E,https://api.spotify.com/v1/audio-analysis/4zizqK3nIOj9BwChgAtV1E,199867,4,0,1,1,1,all_popular
363,Amy Winehouse,Rehab,Back To Black,2006-10-27,73,64,"['british soul', 'indie r&b', 'neo soul']",0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83e-06,0.396,0.732,71.515,audio_features,1L5tZi0izXsi5Kk5OJf4W0,spotify:track:1L5tZi0izXsi5Kk5OJf4W0,https://api.spotify.com/v1/tracks/1L5tZi0izXsi5Kk5OJf4W0,https://api.spotify.com/v1/audio-analysis/1L5tZi0izXsi5Kk5OJf4W0,213760,4,0,1,0,1,all_popular
364,Train,Drops of Jupiter (Tell Me),Drops Of Jupiter,2001-03-27,72,78,"['dance pop', 'neo mellow', 'pop', 'pop rock']",0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,audio_features,2hKdd3qO7cWr2Jo0Bcs0MA,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/tracks/2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/audio-analysis/2hKdd3qO7cWr2Jo0Bcs0MA,259933,4,0,1,1,1,all_popular
365,The Lumineers,Ho Hey,The Lumineers (Deluxe Edition),2012,76,79,"['folk-pop', 'stomp and holler']",0.682,0.471,0,-9.182,1,0.0301,0.765,0.0,0.0908,0.421,79.907,audio_features,1K3LRUEcUz5FMtPYyg0F45,spotify:track:1K3LRUEcUz5FMtPYyg0F45,https://api.spotify.com/v1/tracks/1K3LRUEcUz5FMtPYyg0F45,https://api.spotify.com/v1/audio-analysis/1K3LRUEcUz5FMtPYyg0F45,163133,4,0,1,1,1,all_popular
366,Khalid,Free Spirit,Free Spirit,2019-04-05,85,65,"['pop', 'pop r&b']",0.627,0.446,2,-9.477,0,0.0332,0.308,0.00077,0.111,0.11,139.994,audio_features,2kAIpGWnlFLQh48iut6Zzq,spotify:track:2kAIpGWnlFLQh48iut6Zzq,https://api.spotify.com/v1/tracks/2kAIpGWnlFLQh48iut6Zzq,https://api.spotify.com/v1/audio-analysis/2kAIpGWnlFLQh48iut6Zzq,182080,4,0,1,1,1,all_popular
367,Noah Kahan,Someone Like You (feat. Joy Oladokun),I Was / I Am,2021-09-17,69,68,"['pop', 'pop rock', 'uk pop']",0.614,0.526,5,-7.492,1,0.0603,0.468,0.0,0.0939,0.366,177.913,audio_features,0hiHNxqKGf3GZgVTIOAiiK,spotify:track:0hiHNxqKGf3GZgVTIOAiiK,https://api.spotify.com/v1/tracks/0hiHNxqKGf3GZgVTIOAiiK,https://api.spotify.com/v1/audio-analysis/0hiHNxqKGf3GZgVTIOAiiK,186552,4,0,1,1,1,all_popular
368,Brooks & Dunn,Neon Moon - with Kacey Musgraves,Reboot,2019-04-05,69,67,"['contemporary country', 'country', 'country road', 'country rock']",0.645,0.552,3,-7.623,1,0.033,0.167,2.33e-05,0.0718,0.214,102.881,audio_features,3lVPtkNFoIyPPGVdNri4VH,spotify:track:3lVPtkNFoIyPPGVdNri4VH,https://api.spotify.com/v1/tracks/3lVPtkNFoIyPPGVdNri4VH,https://api.spotify.com/v1/audio-analysis/3lVPtkNFoIyPPGVdNri4VH,278200,4,0,1,1,1,all_popular
369,The Goo Goo Dolls,Iris,Dizzy up the Girl,1998-09-11,70,84,"['neo mellow', 'permanent wave', 'pop rock']",0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3,0,1,1,1,all_popular
370,Five For Fighting,100 Years,The Battle For Everything,2004-02-03,59,56,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",0.643,0.569,7,-7.459,1,0.0276,0.544,2.17e-05,0.178,0.275,120.507,audio_features,0B5KeB25moPkcQUnbDvj3t,spotify:track:0B5KeB25moPkcQUnbDvj3t,https://api.spotify.com/v1/tracks/0B5KeB25moPkcQUnbDvj3t,https://api.spotify.com/v1/audio-analysis/0B5KeB25moPkcQUnbDvj3t,244600,4,0,1,1,1,all_popular
371,John Mayer,Your Body Is a Wonderland,Room For Squares,2001-08-16,77,74,"['neo mellow', 'singer-songwriter']",0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,audio_features,7vFv0yFGMJW3qVXbAd9BK9,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,https://api.spotify.com/v1/tracks/7vFv0yFGMJW3qVXbAd9BK9,https://api.spotify.com/v1/audio-analysis/7vFv0yFGMJW3qVXbAd9BK9,249627,4,0,1,1,1,all_popular
372,Ryan Hurd,Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),2021-02-12,61,71,"['contemporary country', 'country', 'country pop']",0.596,0.679,4,-6.395,1,0.0394,0.723,0.0,0.116,0.479,131.912,audio_features,1ZIKpMTRPqhwAoVXWY3tXI,spotify:track:1ZIKpMTRPqhwAoVXWY3tXI,https://api.spotify.com/v1/tracks/1ZIKpMTRPqhwAoVXWY3tXI,https://api.spotify.com/v1/audio-analysis/1ZIKpMTRPqhwAoVXWY3tXI,207974,4,0,1,1,1,all_popular
373,Adele,Make You Feel My Love,19,2008-01-27,84,75,"['british soul', 'pop', 'pop soul', 'uk pop']",0.317,0.172,10,-10.636,1,0.0326,0.907,0.000383,0.105,0.0963,65.18,audio_features,273QnyCvJB65rScHJ1nPZb,spotify:track:273QnyCvJB65rScHJ1nPZb,https://api.spotify.com/v1/tracks/273QnyCvJB65rScHJ1nPZb,https://api.spotify.com/v1/audio-analysis/273QnyCvJB65rScHJ1nPZb,212040,3,0,1,1,1,all_popular
374,Alessia Cara,I'm Like A Bird - Recorded at Spotify Studios NYC,Spotify Singles,2019-04-24,74,67,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",0.524,0.639,10,-7.18,1,0.103,0.238,0.0,0.0598,0.582,87.998,audio_features,2JtSnwYNKOphDrshYL8n4p,spotify:track:2JtSnwYNKOphDrshYL8n4p,https://api.spotify.com/v1/tracks/2JtSnwYNKOphDrshYL8n4p,https://api.spotify.com/v1/audio-analysis/2JtSnwYNKOphDrshYL8n4p,219960,4,0,1,1,1,all_popular
375,Kacey Musgraves,Rainbow,Golden Hour,2018-03-30,69,70,"['contemporary country', 'country dawn', 'pop', 'texas country']",0.581,0.197,3,-7.697,1,0.0329,0.88,0.0,0.107,0.349,130.367,audio_features,79qxwHypONUt3AFq0WPpT9,spotify:track:79qxwHypONUt3AFq0WPpT9,https://api.spotify.com/v1/tracks/79qxwHypONUt3AFq0WPpT9,https://api.spotify.com/v1/audio-analysis/79qxwHypONUt3AFq0WPpT9,214293,4,0,1,1,1,all_popular
376,Ella Henderson,Ghost,Chapter One (Deluxe Version),2014-10-13,75,63,"['dance pop', 'pop', 'pop dance', 'talent show', 'tropical house', 'uk pop']",0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,audio_features,4XPWKmy05Rcff6TLHNoNF8,spotify:track:4XPWKmy05Rcff6TLHNoNF8,https://api.spotify.com/v1/tracks/4XPWKmy05Rcff6TLHNoNF8,https://api.spotify.com/v1/audio-analysis/4XPWKmy05Rcff6TLHNoNF8,213213,4,0,1,0,1,all_popular
377,Sara Bareilles,Love Song,Little Voice,2007-07-03,65,73,"['acoustic pop', 'dance pop', 'hollywood', 'lilith', 'neo mellow', 'pop', 'pop rock']",0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,audio_features,4E6cwWJWZw2zWf7VFbH7wf,spotify:track:4E6cwWJWZw2zWf7VFbH7wf,https://api.spotify.com/v1/tracks/4E6cwWJWZw2zWf7VFbH7wf,https://api.spotify.com/v1/audio-analysis/4E6cwWJWZw2zWf7VFbH7wf,258827,4,0,1,0,1,all_popular
378,Coldplay,Fix You,X&Y,2005-06-07,86,82,"['permanent wave', 'pop']",0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,audio_features,7LVHVU3tWfcxj5aiPFEW4Q,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/audio-analysis/7LVHVU3tWfcxj5aiPFEW4Q,295533,4,0,1,1,1,all_popular
379,Five For Fighting,Superman (It's Not Easy),America Town,2000-09-26,59,71,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,audio_features,3TwtrR1yNLY1PMPsrGQpOp,spotify:track:3TwtrR1yNLY1PMPsrGQpOp,https://api.spotify.com/v1/tracks/3TwtrR1yNLY1PMPsrGQpOp,https://api.spotify.com/v1/audio-analysis/3TwtrR1yNLY1PMPsrGQpOp,221693,4,0,1,1,1,all_popular
380,Rag'n'Bone Man,Anywhere Away from Here (Rag’n’Bone Man & P!nk),Life By Misadventure,2021-05-07,67,68,['neo soul'],0.395,0.288,11,-10.465,1,0.0345,0.656,0.0,0.116,0.189,130.571,audio_features,5gjATWO1EIhrCP1CQ2GWg8,spotify:track:5gjATWO1EIhrCP1CQ2GWg8,https://api.spotify.com/v1/tracks/5gjATWO1EIhrCP1CQ2GWg8,https://api.spotify.com/v1/audio-analysis/5gjATWO1EIhrCP1CQ2GWg8,238640,4,0,1,1,1,all_popular
381,Alicia Keys,Underdog,ALICIA,2020-12-18,77,67,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.657,0.726,0,-4.74,0,0.0458,0.542,0.0,0.137,0.282,90.105,audio_features,7FsAFw1oZeTJUZmIzSh0cg,spotify:track:7FsAFw1oZeTJUZmIzSh0cg,https://api.spotify.com/v1/tracks/7FsAFw1oZeTJUZmIzSh0cg,https://api.spotify.com/v1/audio-analysis/7FsAFw1oZeTJUZmIzSh0cg,204400,4,0,1,1,1,all_popular
382,Tom Odell,Another Love,Long Way Down (Deluxe),2013-06-24,74,89,"['chill pop', 'pop']",0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,audio_features,3JvKfv6T31zO0ini8iNItO,spotify:track:3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/tracks/3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/audio-analysis/3JvKfv6T31zO0ini8iNItO,244360,4,0,1,1,1,all_popular
383,Labrinth,Jealous,Jealous - EP,2014-11-23,78,76,"['indie poptimism', 'pop']",0.439,0.153,1,-8.95,1,0.0479,0.874,0.0,0.107,0.104,116.76,audio_features,4G92yYrUs0cvY7G41YRI0z,spotify:track:4G92yYrUs0cvY7G41YRI0z,https://api.spotify.com/v1/tracks/4G92yYrUs0cvY7G41YRI0z,https://api.spotify.com/v1/audio-analysis/4G92yYrUs0cvY7G41YRI0z,287693,3,0,1,1,1,all_popular
384,John Legend,Wild (feat. Gary Clark Jr.),Bigger Love,2020-06-19,75,70,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",0.557,0.585,8,-6.201,1,0.0431,0.036,0.0,0.176,0.305,63.392,audio_features,4rVW6XqAsSaf5vOwc8FREW,spotify:track:4rVW6XqAsSaf5vOwc8FREW,https://api.spotify.com/v1/tracks/4rVW6XqAsSaf5vOwc8FREW,https://api.spotify.com/v1/audio-analysis/4rVW6XqAsSaf5vOwc8FREW,196907,4,0,1,1,1,all_popular
385,Gotye,Somebody That I Used To Know,Making Mirrors,2011-01-01,67,80,['australian pop'],0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,audio_features,1qDrWA6lyx8cLECdZE7TV7,spotify:track:1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/tracks/1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/audio-analysis/1qDrWA6lyx8cLECdZE7TV7,244885,4,0,0,1,1,all_popular
386,Snow Patrol,Chasing Cars,Eyes Open,2006-01-01,67,72,"['irish rock', 'neo mellow', 'permanent wave', 'pop rock']",0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,audio_features,5hnyJvgoWiQUYZttV4wXy6,spotify:track:5hnyJvgoWiQUYZttV4wXy6,https://api.spotify.com/v1/tracks/5hnyJvgoWiQUYZttV4wXy6,https://api.spotify.com/v1/audio-analysis/5hnyJvgoWiQUYZttV4wXy6,267960,4,0,1,1,1,all_popular
